gcc -O2 -o testED src/evolucion_diferencial.c src/f_utiles.c src/funciones_objetivo.c src/testED.c src/benchmarkOR.c -lm
./testED 9 200 data/g9.txt 300000 1 0.05 0.45 0.8 1
#Parametros: 
#tamanio Poblacion: 200 , dimension: 7 
#num max de Evals: 300000 
#CR: 0.45, F: 0.8 
#Total de Repeticiones: 1 
#
#CR: 0.45, F: 0.8 
gen 0 eps 1 tFac 2 bestEval 2408.42 STV 0 
gen 1 eps 1 tFac 2 bestEval 2408.42 STV 0 
gen 2 eps 1 tFac 5 bestEval 2408.42 STV 0 
gen 3 eps 1 tFac 8 bestEval 1143.76 STV 0 
gen 4 eps 1 tFac 10 bestEval 1143.76 STV 0 
gen 5 eps 1 tFac 20 bestEval 1127.35 STV 0 
gen 6 eps 0.9 tFac 35 bestEval 1127.35 STV 0 
gen 7 eps 0.81 tFac 48 bestEval 1127.35 STV 0 
gen 8 eps 0.729 tFac 62 bestEval 1127.35 STV 0 
gen 9 eps 0.6561 tFac 75 bestEval 1127.35 STV 0 
gen 10 eps 0.59049 tFac 83 bestEval 1127.35 STV 0 
gen 11 eps 0.531441 tFac 101 bestEval 922.241 STV 0 
gen 12 eps 0.478297 tFac 122 bestEval 922.241 STV 0 
gen 13 eps 0.430467 tFac 138 bestEval 922.241 STV 0 
gen 14 eps 0.38742 tFac 154 bestEval 843.397 STV 0 
gen 15 eps 0.348678 tFac 166 bestEval 843.397 STV 0 
gen 16 eps 0.313811 tFac 171 bestEval 843.397 STV 0 
gen 17 eps 0.28243 tFac 176 bestEval 843.397 STV 0 
gen 18 eps 0.254187 tFac 179 bestEval 843.397 STV 0 
gen 19 eps 0.228768 tFac 184 bestEval 843.397 STV 0 
gen 20 eps 0.205891 tFac 187 bestEval 843.397 STV 0 
gen 21 eps 0.185302 tFac 188 bestEval 843.397 STV 0 
gen 22 eps 0.166772 tFac 193 bestEval 778.006 STV 0 
gen 23 eps 0.150095 tFac 194 bestEval 778.006 STV 0 
gen 24 eps 0.135085 tFac 196 bestEval 778.006 STV 0 
gen 25 eps 0.121577 tFac 196 bestEval 778.006 STV 0 
gen 26 eps 0.109419 tFac 198 bestEval 778.006 STV 0 
gen 27 eps 0.0984771 tFac 198 bestEval 759.854 STV 0 
gen 28 eps 0.0886294 tFac 199 bestEval 759.854 STV 0 
gen 29 eps 0.0797664 tFac 199 bestEval 759.854 STV 0 
gen 30 eps 0.0717898 tFac 199 bestEval 759.854 STV 0 
gen 31 eps 0.0646108 tFac 199 bestEval 759.854 STV 0 
gen 32 eps 0.0581497 tFac 199 bestEval 737.437 STV 0 
gen 33 eps 0.0523348 tFac 199 bestEval 737.437 STV 0 
gen 34 eps 0.0471013 tFac 200 bestEval 737.437 STV 0 
gen 35 eps 0.0423912 tFac 200 bestEval 737.437 STV 0 
gen 36 eps 0.038152 tFac 200 bestEval 737.437 STV 0 
gen 37 eps 0.0343368 tFac 200 bestEval 737.437 STV 0 
